formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C6H8FNO	[M + H]+	C6H9FNO+	Alkaloids	0.874	Nicotinic acid alkaloids	0.534	Pyridine alkaloids	0.535	Organohalogen compounds	0.983	Alkyl halides	0.556					Alkyl halides	0.556	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organofluorides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.065	222	3.708	731529224511067757	731529075789432575	731529075789432575_UNKNOWN_M130T293_POS	
2	C9H7N	[M + H]+	C9H8N+	Alkaloids	0.990	Tryptophan alkaloids	0.870	Simple indole alkaloids	0.755	Benzenoids	0.955							Benzenoids	0.955	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	130.065	222	3.708	731529224511067758	731529075789432575	731529075789432575_UNKNOWN_M130T293_POS	
1	C8H8O	[M + H]+	C8H9O+	Fatty acids	0.547	Fatty acyls	0.601	Fatty aldehydes	0.415	Organic oxygen compounds	0.965	Organooxygen compounds	0.950	Carbonyl compounds	0.521			Carbonyl compounds	0.521	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	121.064	224	3.733	731529227472246455	731529074975737539	731529074975737539_UNKNOWN_M121T193_POS	
1	C9H9NO2	[M + H]+	C9H10NO2+	Alkaloids	0.853	Nicotinic acid alkaloids	0.570	Pyridine alkaloids	0.568	Organoheterocyclic compounds	0.695	Azacyclic compounds	0.684					Azacyclic compounds	0.684	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	164.070	227	3.783	731529225396065917	731529078759000079	731529078759000079_UNKNOWN_M164T253_POS	
1	C7H9N3O3	[M + H]+	C7H10N3O3+	Amino acids and Peptides	0.765	Small peptides	0.805	Aminoacids	0.783	Organoheterocyclic compounds	0.907	Pyridines and derivatives	0.505	Pyridinecarboxylic acids and derivatives	0.520			Pyridinecarboxylic acids and derivatives	0.520	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	184.073	228	3.805	731529229430986468	731529080394778819	731529080394778819_UNKNOWN_M184T322_POS	
1	C7H10N3O	[M + H]+	C7H11N3O+	Alkaloids	0.938	Nicotinic acid alkaloids	0.419	Pyridine alkaloids	0.420	Organoheterocyclic compounds	0.938	Heteroaromatic compounds	0.869					Heteroaromatic compounds	0.869	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	153.091	229	3.809	731529141967162418	731529078180186071	731529078180186071_UNKNOWN_M153T200_POS	
1	C8H7NO3	[M + H]+	C8H8NO3+	Alkaloids	0.973	Nicotinic acid alkaloids	0.790	Pyridine alkaloids	0.789	Organoheterocyclic compounds	0.933	Pyridines and derivatives	0.509					Pyridines and derivatives	0.509	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	166.049	236	3.927	731529139291196351	731529078951938083	731529078951938083_UNKNOWN_M166T231_POS	
2	C6H9NO3	[M + Na]+	C6H9NNaO3+	Amino acids and Peptides	0.788	Small peptides	0.258	Aminoacids	0.293	Organoheterocyclic compounds	0.665	Azacyclic compounds	0.657					Azacyclic compounds	0.657	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	166.049	236	3.927	731529139291196352	731529078951938083	731529078951938083_UNKNOWN_M166T231_POS	
1	C11H9NO4	[M + H]+	C11H10NO4+	Alkaloids	0.506	Phenylpropanoids (C6-C3)	0.220	Simple coumarins	0.197	Benzenoids	0.913	Benzene and substituted derivatives	0.530					Benzene and substituted derivatives	0.530	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	220.060	237	3.955	731529146924829882	731529081472715063	731529081472715063_UNKNOWN_M220T240_POS	
2	C8H10FNO5	[M + H]+	C8H11FNO5+	Amino acids and Peptides	0.441	Ornithine alkaloids	0.077	Halogenated fatty acids	0.196	Organohalogen compounds	0.999	Aryl halides	0.241	Aryl fluorides	0.504			Aryl fluorides	0.504	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Aryl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	220.060	237	3.955	731529146924829883	731529081472715063	731529081472715063_UNKNOWN_M220T240_POS	
1	C11H9NO4	[M + H]+	C11H10NO4+	Alkaloids	0.506	Phenylpropanoids (C6-C3)	0.220	Simple coumarins	0.197	Benzenoids	0.913	Benzene and substituted derivatives	0.530					Benzene and substituted derivatives	0.530	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	220.060	237	3.955	731529150984916265	731529081506269499	731529081506269499_UNKNOWN_M220T317_POS	
2	C8H10FNO5	[M + H]+	C8H11FNO5+	Amino acids and Peptides	0.441	Ornithine alkaloids	0.077	Halogenated fatty acids	0.196	Organohalogen compounds	0.999	Aryl halides	0.241	Aryl fluorides	0.504			Aryl fluorides	0.504	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Aryl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	220.060	237	3.955	731529150984916266	731529081506269499	731529081506269499_UNKNOWN_M220T317_POS	
1	C10H17ClFN3O2	[M + H]+	C10H18ClFN3O2+	Carbohydrates	0.364	Nucleosides	0.307	Purine nucleosides	0.055	Organoheterocyclic compounds	0.999	Diazines	0.503	Pyrimidines and pyrimidine derivatives	0.380	Halopyrimidines	0.770	2-halopyrimidines	0.568	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Aryl chlorides; Diazines; Organochlorides; Organofluorides; Halopyrimidines; Amines; Aryl halides; Alkyl halides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 2-halopyrimidines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	266.107	238	3.970	731529253632120801	731529082642926015	731529082642926015_UNKNOWN_M266T322_POS	
2	C10H19NO5S	[M + H]+	C10H20NO5S+	Fatty acids	0.440	Fatty amides	0.813	N-acyl amines	0.827	Lipids and lipid-like molecules	0.592	Fatty Acyls	0.514					Fatty Acyls	0.514	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	266.107	238	3.970	731529253632120802	731529082642926015	731529082642926015_UNKNOWN_M266T322_POS	
3	C13H17N2O2S	[M + H]+	C13H18N2O2S+	Alkaloids	0.679	Histidine alkaloids	0.229	Imidazole alkaloids	0.233	Organoheterocyclic compounds	0.914	Heteroaromatic compounds	0.521					Heteroaromatic compounds	0.521	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	266.107	238	3.970	731529253632120804	731529082642926015	731529082642926015_UNKNOWN_M266T322_POS	
1	C9H17NO5	[M + H]+	C9H18NO5+	Alkaloids	0.692	Ornithine alkaloids	0.286	Phenylethylamines	0.456	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Alcohols and polyols	0.819	Secondary alcohols	0.599	Secondary alcohols	0.599	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	220.118	240	4.006	731529155871280495	731529081539823935	731529081539823935_UNKNOWN_M220T217_POS	
1	C6H11NO	[M + H]+	C6H12NO+	Alkaloids	0.593	Ornithine alkaloids	0.133	Piperidine alkaloids	0.075	Organoheterocyclic compounds	0.900	Oxazinanes	0.897	Morpholines	0.898			Morpholines	0.898	Organic compounds; Organoheterocyclic compounds; Oxazinanes; Ethers; Organonitrogen compounds; Organooxygen compounds; Morpholines; Dialkyl ethers; Trialkylamines; Amines; Tertiary amines; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	114.091	242	4.029	731529167686635080	731529074472421027	731529074472421027_UNKNOWN_M114T240_POS	
1	C5H11NOS	[M + H]+	C5H12NOS+	Fatty acids	0.798	Fatty amides	0.699	Primary amides	0.631	Organosulfur compounds	0.982	Thioethers	0.573	Dialkylthioethers	0.746			Dialkylthioethers	0.746	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Thioethers; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	134.063	242	4.031	731529201106850401	731529076548601663	731529076548601663_UNKNOWN_M134T257_POS	
2	C5H8FNO2	[M + H]+	C5H9FNO2+	Amino acids and Peptides	0.814	Small peptides	0.879	Aminoacids	0.820	Organic acids and derivatives	0.938	Carboxylic acids and derivatives	0.901	Amino acids, peptides, and analogues	0.579	Amino acids and derivatives	0.579	Amino acids and derivatives	0.579	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	134.063	242	4.031	731529201106850402	731529076548601663	731529076548601663_UNKNOWN_M134T257_POS	
1	C9H18N2O3	[M + H]+	C9H19N2O3+	Amino acids and Peptides	0.666	Small peptides	0.570	Dipeptides	0.317	Organic acids and derivatives	0.978	Carboxylic acids and derivatives	0.968	Amino acids, peptides, and analogues	0.692	Amino acids and derivatives	0.690	Alpha amino acids and derivatives	0.533	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	203.138	248	4.134	731529156869524864	731529081262999839	731529081262999839_UNKNOWN_M203T237_POS	
1	C13H16NO2S	[M + H]+	C13H17NO2S+	Amino acids and Peptides	0.330	Sesquiterpenoids	0.163	Menthane monoterpenoids	0.086	Benzenoids	0.795	Benzene and substituted derivatives	0.548					Benzene and substituted derivatives	0.548	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	251.095	253	4.214	731529165547539969	731529082160580999	731529082160580999_UNKNOWN_M251T244_POS	
2	C8H15FN4O2S	[M + H]+	C8H16FN4O2S+	Carbohydrates	0.462	Nucleosides	0.211	Aminoacids	0.075	Organoheterocyclic compounds	0.962	Heteroaromatic compounds	0.790					Heteroaromatic compounds	0.790	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Amines; Primary amines; Alkyl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	251.095	253	4.214	731529165547539970	731529082160580999	731529082160580999_UNKNOWN_M251T244_POS	
1	C13H16NO2S	[M + H]+	C13H17NO2S+	Amino acids and Peptides	0.330	Sesquiterpenoids	0.163	Menthane monoterpenoids	0.086	Benzenoids	0.795	Benzene and substituted derivatives	0.548					Benzene and substituted derivatives	0.548	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	251.095	253	4.214	731529238322911126	731529082127026563	731529082127026563_UNKNOWN_M251T373_POS	
2	C8H15FN4O2S	[M + H]+	C8H16FN4O2S+	Carbohydrates	0.462	Nucleosides	0.211	Aminoacids	0.075	Organoheterocyclic compounds	0.962	Heteroaromatic compounds	0.790					Heteroaromatic compounds	0.790	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Amines; Primary amines; Alkyl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	251.095	253	4.214	731529238327105431	731529082127026563	731529082127026563_UNKNOWN_M251T373_POS	
1	C12H16N4OS	[M + H]+	C12H17N4OS+	Alkaloids	0.657	Histidine alkaloids	0.054	Imidazole alkaloids	0.053	Organoheterocyclic compounds	0.999	Diazines	0.847	Pyrimidines and pyrimidine derivatives	0.844	Thiamines	0.924	Thiamines	0.924	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Thiazoles; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Thiamines; Diazines; Amines; Primary amines; 4,5-disubstituted thiazoles; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	265.112	255	4.256	731529175999745802	731529082571622839	731529082571622839_UNKNOWN_M265T268_POS	
1	C23H39NO	[M + H]+	C23H40NO+	Fatty acids	0.997	Fatty amides	0.970	N-acyl amines	0.795	Lipids and lipid-like molecules	0.752	Fatty Acyls	0.751	Fatty amides	0.783	N-acyl amines	0.704	N-acyl amines	0.704	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	346.309	257	4.282	731529142692777040	731529083846691395	731529083846691395_UNKNOWN_M346T278_POS	
1	C5H12BNO3	[M + H]+	C5H13BNO3+	Amino acids and Peptides	0.767	Small peptides	0.774	Aminoacids	0.722	Organic acids and derivatives	0.926	Boronic acid derivatives	0.539					Boronic acid derivatives	0.539	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Monoalkylamines; Boronic acid derivatives; Organometalloid compounds; Carbonyl compounds; Amines; Primary amines; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	145.101	260	4.337	731529143300951133	731529077232273279	731529077232273279_UNKNOWN_M145T399_POS	
1	C5H12BNO3	[M + H]+	C5H13BNO3+	Amino acids and Peptides	0.767	Small peptides	0.774	Aminoacids	0.722	Organic acids and derivatives	0.926	Boronic acid derivatives	0.539					Boronic acid derivatives	0.539	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Monoalkylamines; Boronic acid derivatives; Organometalloid compounds; Carbonyl compounds; Amines; Primary amines; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	145.101	260	4.337	731529151588896057	731529077316159367	731529077316159367_UNKNOWN_M145T182_POS	
1	C9H18N2OS	[M + H]+	C9H19N2OS+	Terpenoids	0.267	Fatty amides	0.133	Primary amides	0.090	Organic acids and derivatives	0.616	Carboxylic acids and derivatives	0.546					Carboxylic acids and derivatives	0.546	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	203.121	261	4.354	731529179283885922	731529081225251099	731529081225251099_UNKNOWN_M203T406_POS	
2	C9H15FN2O2	[M + H]+	C9H16FN2O2+	Alkaloids	0.494	Small peptides	0.751	Aminoacids	0.522	Organic acids and derivatives	0.791	Carboxylic acids and derivatives	0.653	Amino acids, peptides, and analogues	0.583	Amino acids and derivatives	0.584	Amino acids and derivatives	0.584	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Organofluorides; Amines; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	203.121	261	4.354	731529179283885923	731529081225251099	731529081225251099_UNKNOWN_M203T406_POS	
1	C7H8N4O	[M + H]+	C7H9N4O+	Alkaloids	0.914	Pseudoalkaloids (transamidation)	0.310	Purine alkaloids	0.321	Organoheterocyclic compounds	0.991	Diazines	0.666	Pyrimidines and pyrimidine derivatives	0.614	Aminopyrimidines and derivatives	0.505	Aminopyrimidines and derivatives	0.505	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	165.076	262	4.360	731529145121279108	731529078872246299	731529078872246299_UNKNOWN_M165T406_POS	
1	C7H10N3O2	[M + H]+	C7H11N3O2+	Amino acids and Peptides	0.697	Small peptides	0.594	Aminoacids	0.436	Organoheterocyclic compounds	0.920	Heteroaromatic compounds	0.549					Heteroaromatic compounds	0.549	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	169.085	263	4.381	731529185713754104	731529079329425487	731529079329425487_UNKNOWN_M169T194_POS	
1	C9H11NO4	[M + H]+	C9H12NO4+	Amino acids and Peptides	0.574	Small peptides	0.162	Aminoacids	0.119	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Carboxylic acid derivatives	0.982	Carboxylic acid esters	0.824	Enoate esters	0.768	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	198.076	266	4.437	731529153019153743	731529081032313095	731529081032313095_UNKNOWN_M198T262_POS	
2	C6H12FNO5	[M + H]+	C6H13FNO5+	Carbohydrates	0.428	Small peptides	0.396	Aminoacids	0.208	Organic acids and derivatives	0.876	Carboxylic acids and derivatives	0.881	Amino acids, peptides, and analogues	0.780	Amino acids and derivatives	0.779	Amino acids and derivatives	0.779	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Oxazinanes; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Morpholines; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Organofluorides; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	198.076	266	4.437	731529153019153745	731529081032313095	731529081032313095_UNKNOWN_M198T262_POS	
3	C7H13NO4	[M + Na]+	C7H13NNaO4+	Amino acids and Peptides	0.379	Small peptides	0.484	Aminoacids	0.419	Organic acids and derivatives	0.972	Carboxylic acids and derivatives	0.961	Amino acids, peptides, and analogues	0.777	Amino acids and derivatives	0.777	Amino acids and derivatives	0.777	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Oxazinanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Morpholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	198.076	266	4.437	731529153019153746	731529081032313095	731529081032313095_UNKNOWN_M198T262_POS	
4	C5H13N5O	[M + K]+	C5H13KN5O+	Alkaloids	0.624	Small peptides	0.112	Aminoacids	0.023	Organoheterocyclic compounds	0.996	Oxazinanes	0.989	Morpholines	0.991			Morpholines	0.991	Organic compounds; Organoheterocyclic compounds; Oxazinanes; Ethers; Organonitrogen compounds; Organooxygen compounds; Morpholines; Azoles; Dialkyl ethers; Trialkylamines; Amines; Tertiary amines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	198.076	266	4.437	731529153019153744	731529081032313095	731529081032313095_UNKNOWN_M198T262_POS	
1	C5H9NO	[M + H]+	C5H10NO+	Alkaloids	0.592	Fatty amides	0.475	Piperidine alkaloids	0.514	Organoheterocyclic compounds	0.767	Azacyclic compounds	0.738					Azacyclic compounds	0.738	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	100.075	268	4.460	731529145372937364	731529073511925363	731529073511925363_UNKNOWN_M100T289_POS	
1	C7H15NO	[M + H]+	C7H16NO+	Fatty acids	0.917	Fatty amides	0.959	Primary amides	0.506	Organic acids and derivatives	0.710	Carboxylic acids and derivatives	0.654	Carboxylic acid derivatives	0.548	Carboxylic acid amides	0.636	Carboxylic acid amides	0.636	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.122	268	4.472	731529145544903831	731529075936233227	731529075936233227_UNKNOWN_M130T390_POS	
1	C7H7NO3	[M + H]+	C7H8NO3+	Amino acids and Peptides	0.983	Small peptides	0.995	Aminoacids	0.993	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.993	Amino acids and derivatives	0.993	Amino acids	0.985	Organic compounds; Amino acids, peptides, and analogues; Phenols; Aminophenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminobenzoic acids and derivatives; Aniline and substituted anilines; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Salicylic acid and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Salicylic acids; Benzoic acids; Aminobenzoic acids; Aminosalicylic acids and derivatives; Aminosalicylic acids; 4-aminosalicylic acids; 4-aminosalicyclic acids and derivatives; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; o-Aminophenols; m-Aminophenols; Organic nitrogen compounds; Chemical entities	154.049	277	4.610	731529154336165215	731529078226323419	731529078226323419_UNKNOWN_M154T329_POS	
